Temps,Channel A Last (V),Channel B Last (V)
1670857883,1.016,0.079
1670857883,1.016,0.089
1670857883,1.015,0.081
1670857883,1.016,0.111
1670857883,1.016,0.104
1670857883,1.017,0.154
1670857883,1.014,0.062
1670857883,1.017,0.097
1670857884,1.018,0.098
1670857884,1.015,0.077
1670857884,1.015,0.057
1670857884,1.018,0.141
1670857884,1.018,0.116
1670857884,1.016,0.083
1670857884,1.015,0.118
1670857884,1.014,0.103
1670857884,1.013,0.09
1670857884,1.014,0.086
1670857884,1.013,0.105
1670857884,1.017,0.076
1670857884,1.016,0.106
1670857884,1.015,0.113
1670857884,1.015,0.08
1670857884,1.014,0.112
1670857884,1.016,0.092
1670857884,1.014,0.082
1670857884,1.012,0.076
1670857884,1.017,0.145
1670857885,1.014,0.1
1670857885,1.016,0.054
1670857885,1.015,0.099
1670857885,1.016,0.098
1670857885,1.016,0.07
1670857885,1.014,0.077
1670857885,1.018,0.085
1670857885,1.015,0.118
1670857885,1.015,0.105
1670857885,0.998,0.038
1670857885,1.017,0.089
1670857885,1.016,0.132
1670857885,1.016,0.1
1670857885,1.015,0.066
1670857885,1.016,0.116
1670857885,1.013,0.105
1670857885,1.014,0.064
1670857885,1.013,0.094
1670857885,1.016,0.07
1670857885,1.014,0.15
1670857886,1.016,0.079
1670857886,1.013,0.093
1670857886,1.016,0.111
1670857886,1.014,0.122
1670857886,1.015,0.152
1670857886,1.014,0.076
1670857886,1.013,0.046
1670857886,1.012,0.071
1670857886,1.016,0.176
1670857886,1.016,0.128
1670857886,1.019,0.209
1670857886,1.014,0.064
1670857886,1.017,0.114
1670857886,1.016,0.09
1670857886,1.016,0.108
1670857886,1.015,0.076
1670857886,1.014,0.093
1670857886,1.013,0.089
1670857886,1.013,0.087
1670857886,1.016,0.078
1670857887,1.012,0.079
1670857887,1.015,0.091
1670857887,1.016,0.093
1670857887,1.014,0.095
1670857887,1.015,0.079
1670857887,1.016,0.078
1670857887,1.014,0.069
1670857887,1.013,0.073
1670857887,1.014,0.091
1670857887,1.015,0.08
1670857887,0.999,0.023
1670857887,1.013,0.101
1670857887,1.014,0.066
1670857887,1.014,0.128
1670857887,1.014,0.092
1670857887,1.014,0.097
1670857887,1.014,0.11
1670857887,1.013,0.11
1670857887,1.015,0.099
1670857887,1.013,0.105
1670857888,1.015,0.11
1670857888,1.015,0.1
1670857888,1.012,0.105
1670857888,1.017,0.1
1670857888,1.015,0.056
1670857888,1.012,0.082
1670857888,1.013,0.09
1670857888,1.017,0.094
1670857888,1.016,0.092
1670857888,1.015,0.092
1670857888,1.016,0.093
1670857888,1.016,0.081
1670857888,1.015,0.102
1670857888,1.015,0.085
1670857888,1.014,0.09
1670857888,1.015,0.094
1670857888,1.018,0.087
1670857888,1.012,0.095
1670857888,1.015,0.099
1670857888,1.015,0.093
1670857889,1.014,0.098
1670857889,1.014,0.089
1670857889,1.014,0.096
1670857889,1.013,0.084
1670857889,1.016,0.091
1670857889,1.017,0.086
1670857889,1.014,0.096
1670857889,1.014,0.098
1670857889,1.014,0.083
1670857889,1.013,0.085
1670857889,1.017,0.097
1670857889,1.016,0.09
1670857889,1.01,0.091
1670857889,1.015,0.085
1670857889,1.016,0.081
1670857889,1.016,0.088
1670857889,1.014,0.092
1670857889,1.013,0.1
1670857889,1.014,0.093
1670857889,1.017,0.09
1670857890,1.017,0.088
1670857890,1.016,0.098
1670857890,1.016,0.098
1670857890,1.014,0.091
1670857890,1.014,0.103
1670857890,1.017,0.089
1670857890,1.015,0.092
1670857890,1.014,0.09
1670857890,1.015,0.093
1670857890,1.018,0.092
1670857890,1.01,0.093
1670857890,1.021,0.097
1670857890,1.016,0.083
1670857890,1.016,0.088
1670857890,1.015,0.096
1670857890,1.016,0.096
1670857890,1.015,0.087
1670857890,1.014,0.089
1670857890,1.015,0.094
1670857890,1.014,0.096
1670857891,1.018,0.081
1670857891,1.014,0.093
1670857891,1.011,0.088
1670857891,1.016,0.09
1670857891,1.014,0.092
1670857891,1.014,0.089
1670857891,1.015,0.085
1670857891,1.017,0.092
1670857891,1.021,0.083
1670857891,1.021,0.093
1670857891,1.013,0.096
1670857891,1.018,0.086
1670857891,1.015,0.091
1670857891,1.013,0.097
1670857891,1.017,0.091
1670857891,1.014,0.089
1670857891,1.017,0.093
1670857891,1.016,0.095
1670857891,1.017,0.094
1670857891,1.017,0.093
1670857892,1.014,0.09
1670857892,1.017,0.101
1670857892,1.015,0.089
1670857892,1.017,0.089
1670857892,1.017,0.095
1670857892,1.017,0.088
1670857892,1.019,0.09
1670857892,1.012,0.098
1670857892,1.019,0.094
1670857892,1.015,0.093
1670857892,1.012,0.09
1670857892,1.02,0.098
1670857892,1.018,0.096
1670857892,1.017,0.093
1670857892,1.014,0.091
1670857892,1.016,0.098
1670857892,1.017,0.072
1670857892,1.016,0.079
1670857892,1.017,0.105
1670857892,1.015,0.111
1670857893,1.016,0.123
1670857893,1.017,0.101
1670857893,1.016,0.104
1670857893,1.015,0.092
1670857893,1.014,0.093
1670857893,1.018,0.081
1670857893,1.015,0.088
1670857893,1.014,0.078
1670857893,1.015,0.096
1670857893,1.017,0.087
1670857893,1.017,0.096
1670857893,1.015,0.09
1670857893,1.014,0.096
1670857893,1.017,0.079
1670857893,1.013,0.087
1670857893,1.015,0.09
1670857893,1.017,0.093
1670857893,1.018,0.099
1670857893,1.013,0.097
1670857893,1.011,0.094
1670857894,1.015,0.092
1670857894,1.014,0.088
1670857894,1.015,0.089
1670857894,1.013,0.095
1670857894,1.015,0.091
1670857894,1.018,0.096
1670857894,1.014,0.096
1670857894,1.014,0.093
1670857894,1.025,0.093
1670857894,1.015,0.09
1670857894,1.02,0.097
1670857894,1.015,0.087
1670857894,1.015,0.093
1670857894,1.014,0.097
1670857894,1.014,0.095
1670857894,1.014,0.099
1670857894,1.012,0.09
1670857894,1.017,0.096
1670857894,1.017,0.079
1670857894,1.016,0.102
1670857895,1.014,0.093
1670857895,1.015,0.086
1670857895,1.015,0.095
1670857895,1.017,0.093
1670857895,1.016,0.095
1670857895,1.014,0.086
1670857895,1.019,0.088
1670857895,1.012,0.088
1670857895,1.015,0.086
1670857895,1.015,0.094
1670857895,1.016,0.091
1670857895,1.015,0.098
1670857895,1.013,0.085
1670857895,1.013,0.089
1670857895,1.012,0.088
1670857895,1.014,0.097
1670857895,1.013,0.091
1670857895,1.013,0.09
1670857895,1.017,0.083
1670857895,1.015,0.094
1670857896,1.015,0.098
1670857896,1.016,0.093
1670857896,1.013,0.092
1670857896,1.016,0.09
1670857896,1.016,0.099
1670857896,1.013,0.094
1670857896,1.018,0.092
1670857896,1.015,0.088
1670857896,1.016,0.092
1670857896,1.013,0.095
1670857896,1.015,0.095
1670857896,1.016,0.092
1670857896,1.02,0.092
1670857896,1.017,0.092
1670857896,1.019,0.09
1670857896,1.016,0.087
1670857896,1.011,0.091
1670857896,1.014,0.09
1670857896,1.013,0.096
1670857896,1.013,0.089
1670857897,1.016,0.091
1670857897,1.017,0.089
1670857897,1.014,0.097
1670857897,1.013,0.086
1670857897,1.015,0.091
1670857897,1.017,0.094
1670857897,1.013,0.088
1670857897,1.017,0.09
1670857897,1.012,0.1
1670857897,1.016,0.105
1670857897,1.015,0.095
1670857897,1.014,0.092
1670857897,1.018,0.09
1670857897,1.018,0.112
1670857897,1.015,0.092
1670857897,1.015,0.098
1670857897,1.015,0.093
1670857897,1.018,0.112
1670857897,1.013,0.054
1670857897,1.014,0.121
1670857898,1.015,0.112
1670857898,1.014,0.073
1670857898,1.017,0.085
1670857898,1.014,0.063
1670857898,1.014,0.089
1670857898,1.017,0.13
1670857898,1.015,0.097
1670857898,1.016,0.11
1670857898,1.015,0.116
1670857898,1.014,0.067
1670857898,1.025,0.118
1670857898,1.017,0.096
1670857898,1.014,0.084
1670857898,1.015,0.096
1670857898,1.012,0.066
1670857898,1.017,0.094
1670857898,1.017,0.124
1670857898,1.015,0.086
1670857898,1.015,0.104
1670857898,1.015,0.093
1670857899,1.012,0.091
1670857899,1.016,0.113
1670857899,1.015,0.111
1670857899,1.013,0.13
1670857899,1.015,0.103
1670857899,1.013,0.101
1670857899,1.014,0.103
1670857899,1.016,0.065
1670857899,1.016,0.056
1670857899,1.015,0.114
1670857899,1.017,0.096
1670857899,1.016,0.063
1670857899,1.016,0.053
1670857899,1.017,0.168
1670857899,1.016,0.066
1670857899,1.015,0.081
1670857899,1.014,0.088
1670857899,1.016,0.065
1670857899,1.021,0.139
1670857899,1.016,0.045
1670857900,1.015,0.121
1670857900,1.015,0.09
1670857900,1.015,0.053
1670857900,1.013,0.037
1670857900,1.016,0.081
1670857900,1.012,0.09
1670857900,1.021,0.126
1670857900,1.018,0.118
1670857900,1.016,0.109
1670857900,1.018,0.122
1670857900,1.019,0.108
1670857900,1.016,0.08
1670857900,1.014,0.107
1670857900,1.019,0.125
1670857900,1.014,0.048
1670857900,1.017,0.113
1670857900,1.014,0.085
1670857900,1.016,0.093
1670857900,1.015,0.048
1670857900,1.015,0.107
1670857901,1.014,0.106
1670857901,1.015,0.079
1670857901,1.017,0.119
1670857901,1.017,0.126
1670857901,1.019,0.15
1670857901,1.016,0.069
1670857901,1.013,0.066
1670857901,1.015,0.049
1670857901,1.014,0.114
1670857901,1.016,0.139
1670857901,1.013,0.081
1670857901,1.017,0.131
1670857901,1.02,0.149
1670857901,1.016,0.12
1670857901,1.019,0.078
1670857901,1.013,0.124
1670857901,1.014,0.095
1670857901,1.016,0.125
1670857901,1.016,0.15
1670857901,1.019,0.151
1670857902,1.015,0.095
1670857902,1.013,0.051
1670857902,1.018,0.107
1670857902,1.015,0.051
1670857902,1.015,0.123
1670857902,1.016,0.078
1670857902,1.017,0.122
1670857902,1.013,0.051
1670857902,1.015,0.05
1670857902,1.019,0.077
1670857902,1.015,0.073
1670857902,1.015,0.077
1670857902,1.014,0.057
1670857902,1.018,0.124
1670857902,1.016,0.104
1670857902,1.013,0.109
1670857902,1.018,0.109
1670857902,1.016,0.105
1670857902,1.018,0.113
1670857902,1.017,0.104
1670857903,1.015,0.071
1670857903,1.016,0.076
1670857903,1.017,0.106
1670857903,1.014,0.101
1670857903,1.014,0.108
1670857903,1.02,0.09
1670857903,1.015,0.1
1670857903,1.02,0.097
1670857903,1.015,0.085
1670857903,1.015,0.074
1670857903,1.017,0.088
1670857903,1.015,0.094
1670857903,1.015,0.067
1670857903,1.018,0.081
1670857903,1.015,0.08
1670857903,1.015,0.073
1670857903,1.012,0.098
1670857903,1.015,0.087
1670857903,1.018,0.101
1670857903,1.015,0.094
1670857904,1.019,0.091
1670857904,1.013,0.093
1670857904,1.016,0.087
1670857904,1.014,0.083
1670857904,1.017,0.092
1670857904,1.013,0.083
1670857904,1.015,0.092
1670857904,1.016,0.095
1670857904,1.017,0.091
1670857904,1.017,0.088
1670857904,1.018,0.09
1670857904,1.013,0.092
1670857904,1.015,0.092
1670857904,1.016,0.098
1670857904,1.015,0.095
1670857904,1.015,0.097
1670857904,1.013,0.094
1670857904,1.017,0.095
1670857904,1.015,0.093
1670857904,1.015,0.096
1670857905,1.016,0.087
1670857905,1.016,0.095
1670857905,1.017,0.094
1670857905,1.014,0.088
1670857905,1.017,0.093
1670857905,1.017,0.088
1670857905,1.016,0.095
1670857905,1.019,0.099
1670857905,1.014,0.104
1670857905,1.017,0.09
1670857905,1.016,0.085
1670857905,1.014,0.091
1670857905,1.016,0.085
1670857905,1.014,0.097
1670857905,1.014,0.082
1670857905,1.013,0.092
1670857905,1.016,0.091
1670857905,1.015,0.093
1670857905,1.017,0.087
1670857905,1.014,0.093
1670857906,1.015,0.1
1670857906,1.018,0.094
1670857906,1.02,0.094
1670857906,1.015,0.09
1670857906,1.018,0.098
1670857906,1.018,0.095
1670857906,1.015,0.094
1670857906,1.015,0.091
1670857906,1.013,0.091
1670857906,1.015,0.085
1670857906,1.016,0.098
1670857906,1.015,0.096
1670857906,1.017,0.092
1670857906,1.012,0.091
1670857906,1.015,0.093
1670857906,1.015,0.091
1670857906,1.015,0.096
1670857906,1.015,0.094
1670857906,1.015,0.086
1670857906,1.016,0.092
1670857907,1.013,0.096
1670857907,1.015,0.09
1670857907,1.014,0.088
1670857907,1.014,0.098
1670857907,1.012,0.099
1670857907,1.017,0.09
1670857907,1.016,0.086
1670857907,1.013,0.088
1670857907,1.014,0.094
1670857907,1.019,0.093
1670857907,1.017,0.096
1670857907,1.013,0.084
1670857907,1.018,0.087
1670857907,1.019,0.1
1670857907,1.016,0.088
1670857907,1.015,0.095
1670857907,1.016,0.09
1670857907,1.017,0.096
1670857907,1.015,0.087
1670857907,1.017,0.092
1670857908,1.016,0.095
1670857908,1.017,0.093
1670857908,1.015,0.088
1670857908,1.014,0.097
1670857908,1.018,0.092
1670857908,1.015,0.089
1670857908,1.016,0.089
1670857908,1.015,0.085
1670857908,1.012,0.095
1670857908,1.015,0.089
1670857908,1.012,0.082
1670857908,1.014,0.094
1670857908,1.017,0.098
1670857908,1.015,0.088
1670857908,1.016,0.09
1670857908,1.013,0.098
1670857908,1.018,0.093
1670857908,1.016,0.094
1670857908,1.017,0.091
1670857908,1.014,0.092
1670857909,1.015,0.092
1670857909,1.014,0.091
1670857909,1.015,0.096
1670857909,1.017,0.095
1670857909,1.017,0.096
1670857909,1.017,0.084
1670857909,2.36,0.09
1670857909,2.451,0.092
1670857909,2.45,0.089
1670857909,2.451,0.097
1670857909,2.452,0.082
1670857909,2.45,0.09
1670857909,2.451,0.09
1670857909,2.449,0.087
1670857909,2.452,0.095
1670857909,2.451,0.087
1670857909,2.448,0.09
1670857909,2.45,0.091
1670857909,2.336,0.093
1670857909,1.019,0.084
1670857910,1.013,0.089
1670857910,1.017,0.086
1670857910,1.01,0.095
1670857910,1.015,0.093
1670857910,1.013,0.099
1670857910,1.014,2.527
1670857910,1.011,8.212
1670857910,1.012,8.219
1670857910,1.012,8.2
1670857910,1.012,8.216
1670857910,1.012,8.217
1670857910,1.017,8.215
1670857910,1.012,8.222
1670857910,1.016,8.213
1670857910,1.012,8.215
1670857910,1.014,8.213
1670857910,1.016,1.877
1670857910,1.013,0.092
1670857910,1.017,0.095
1670857910,1.016,0.092
1670857911,1.014,0.094
1670857911,1.016,0.084
1670857911,1.015,0.089
1670857911,1.012,0.081
1670857911,1.015,0.094
1670857911,1.014,0.089
1670857911,1.274,0.086
1670857911,2.448,0.088
1670857911,2.45,0.096
1670857911,2.448,0.101
1670857911,2.448,0.092
1670857911,2.453,0.095
1670857911,2.449,0.095
1670857911,2.453,0.095
1670857911,2.445,0.09
1670857911,2.448,0.095
1670857911,2.449,0.098
1670857911,2.447,0.097
1670857911,2.449,0.089
1670857911,1.991,0.089
1670857912,1.015,0.086
1670857912,1.014,0.1
1670857912,1.014,0.091
1670857912,1.014,0.097
1670857912,1.014,0.091
1670857912,1.016,0.086
1670857912,1.012,8.055
1670857912,1.012,8.218
1670857912,1.012,8.211
1670857912,1.014,8.219
1670857912,1.017,8.211
1670857912,1.012,8.208
1670857912,1.013,8.217
1670857912,1.013,8.211
1670857912,1.013,8.213
1670857912,1.011,8.216
1670857912,1.012,8.048
1670857912,1.846,0.083
1670857912,2.446,0.092
1670857912,2.454,0.094
1670857913,2.447,0.093
1670857913,2.453,0.088
1670857913,2.452,0.09
1670857913,2.451,0.095
1670857913,2.452,0.086
1670857913,2.448,0.097
1670857913,2.449,0.086
1670857913,2.441,0.084
1670857913,2.451,0.091
1670857913,2.45,0.081
1670857913,2.45,0.085
1670857913,2.449,0.097
1670857913,1.794,0.084
1670857913,1.014,0.087
1670857913,1.015,0.086
1670857913,1.015,0.083
1670857913,1.014,0.739
1670857913,1.016,8.212
1670857913,1.016,8.209
1670857913,1.013,8.218
1670857914,1.013,8.212
1670857914,1.011,8.215
1670857914,1.016,8.208
1670857914,1.016,8.217
1670857914,1.014,8.216
1670857914,1.016,8.213
1670857914,1.013,8.218
1670857914,1.018,8.222
1670857914,1.017,8.217
1670857914,1.014,8.221
1670857914,1.015,3.033
1670857914,1.012,0.079
1670857914,1.013,0.1
1670857914,1.013,0.131
1670857914,1.014,0.068
1670857914,1.014,0.079
1670857914,1.013,0.113
1670857914,1.013,0.096
1670857914,1.016,0.086
1670857914,1.015,0.1
1670857915,1.015,0.061
1670857915,1.015,0.085
1670857915,1.012,0.039
1670857915,1.016,0.067
1670857915,1.014,0.104
1670857915,1.017,0.108
1670857915,1.017,0.111
1670857915,1.015,0.088
1670857915,1.016,0.119
1670857915,1.016,0.108
1670857915,1.016,0.112
1670857915,1.017,0.143
1670857915,1.017,0.089
1670857915,1.016,0.139
1670857915,1.017,0.072
1670857915,1.016,0.083
1670857915,1.015,0.104
1670857915,1.019,0.118
1670857915,1.017,0.126
1670857915,1.017,0.107
1670857916,1.012,0.077
1670857916,1.016,0.081
1670857916,1.016,0.079
1670857916,1.014,0.074
1670857916,1.018,0.115
1670857916,1.016,0.077
1670857916,1.017,0.089
1670857916,1.018,0.076
1670857916,1.018,0.099
1670857916,1.019,0.095
1670857916,1.015,0.109
1670857916,1.014,0.045
1670857916,1.017,0.144
1670857916,1.015,0.108
1670857916,1.01,0.071
1670857916,1.017,0.05
1670857916,1.014,0.095
1670857916,1.012,0.047
1670857916,1.016,0.085
1670857916,1.013,0.129
1670857917,1.013,0.054
1670857917,1.016,0.118
1670857917,1.014,0.098
1670857917,1.013,0.083
1670857917,1.015,0.139
1670857917,1.015,0.11
1670857917,1.015,0.124
1670857917,1.016,0.092
1670857917,1.016,0.077
1670857917,0.998,-0.007
1670857917,1.017,0.095
1670857917,1.015,0.087
1670857917,1.013,0.06
1670857917,1.014,-0.007
1670857917,1.017,0.121
1670857917,1.016,0.099
1670857917,1.017,0.099
1670857917,1.014,0.105
1670857917,1.015,0.083
1670857917,1.013,0.072
1670857918,1.017,0.123
1670857918,1.015,-0.001
1670857918,1.014,0.066
1670857918,1.013,0.076
1670857918,1.013,0.076
1670857918,1.015,0.095
1670857918,1.013,0.108
1670857918,1.013,0.091
1670857918,1.016,0.087
1670857918,1.019,0.094
1670857918,1.014,0.053
1670857918,1.015,0.058
1670857918,1.014,0.087
1670857918,1.016,0.094
1670857918,1.018,0.089
1670857918,1.018,0.122
1670857918,1.016,0.098
1670857918,1.013,0.044
1670857918,1.016,0.058
1670857918,1.015,0.084
1670857919,1.017,0.117
1670857919,1.014,0.077
1670857919,1.019,0.099
1670857919,1.015,0.057
1670857919,1.013,0.081
1670857919,1.015,0.103
1670857919,1.016,0.069
1670857919,1.017,0.102
1670857919,1.018,0.092
1670857919,1.015,0.079
1670857919,1.026,0.447
1670857919,1.015,0.093
1670857919,1.016,0.102
1670857919,1.016,0.108
1670857919,1.017,0.09
1670857919,1.015,0.102
1670857919,1.015,0.098
1670857919,1.015,0.088
1670857919,1.016,0.093
1670857919,1.013,0.093
1670857920,1.014,0.089
1670857920,1.015,0.096
1670857920,1.015,0.088
1670857920,1.017,0.097
1670857920,1.016,0.093
1670857920,1.016,0.096
1670857920,1.016,0.09
1670857920,1.013,0.083
1670857920,1.013,0.083
1670857920,1.016,0.092
1670857920,1.013,0.095
1670857920,1.017,0.089
1670857920,1.015,0.09
1670857920,1.015,0.089
1670857920,1.014,0.106
1670857920,1.013,0.088
1670857920,1.016,0.094
1670857920,1.015,0.094
1670857920,1.016,0.092
1670857920,1.016,0.093
1670857921,1.012,0.089
1670857921,1.012,0.087
1670857921,1.017,0.085
1670857921,1.011,0.088
1670857921,1.014,0.09
1670857921,1.014,0.093
1670857921,1.017,0.093
1670857921,1.014,0.097
1670857921,1.017,0.099
1670857921,1.013,0.091
1670857921,1.017,0.086
1670857921,1.013,0.099
1670857921,1.015,0.091
1670857921,1.014,0.097
1670857921,1.015,0.095
1670857921,1.014,0.106
1670857921,1.014,0.095
1670857921,1.016,0.086
1670857921,1.015,0.094
1670857921,1.016,0.089
1670857922,1.015,0.092
1670857922,1.014,0.09
1670857922,1.015,0.091
1670857922,1.013,0.084
1670857922,1.015,0.092
1670857922,1.013,0.082
1670857922,1.016,0.096
1670857922,1.014,0.089
1670857922,1.015,0.09
1670857922,1.016,0.09
1670857922,1.01,0.092
1670857922,1.014,0.096
1670857922,1.017,0.096
1670857922,1.016,0.092
1670857922,1.017,0.093
1670857922,1.015,0.09
1670857922,1.011,0.086
1670857922,1.015,0.087
1670857922,1.017,0.086
1670857922,1.012,0.093
1670857923,1.015,0.094
1670857923,1.014,0.085
1670857923,1.016,0.092
1670857923,1.013,0.092
1670857923,1.013,0.092
1670857923,1.016,0.081
1670857923,1.011,0.087
1670857923,1.016,0.087
1670857923,1.013,0.09
1670857923,1.016,0.089
1670857923,1.016,0.09
1670857923,1.014,0.09
1670857923,1.015,0.084
1670857923,1.017,0.091
1670857923,1.015,0.096
1670857923,1.017,0.087
1670857923,1.014,0.093
1670857923,1.017,0.095
1670857923,1.013,0.094
1670857923,1.014,0.091
1670857924,1.016,0.085
1670857924,1.017,0.1
1670857924,1.012,0.088
1670857924,1.018,0.085
1670857924,1.014,0.09
1670857924,1.015,0.089
1670857924,1.015,0.086
1670857924,1.017,0.094
1670857924,1.017,0.095
1670857924,1.01,0.067
1670857924,1.016,0.131
1670857924,1.016,0.107
1670857924,1.015,0.075
1670857924,1.014,0.102
1670857924,1.015,0.087
1670857924,1.015,0.087
1670857924,1.012,0.088
1670857924,1.016,0.09
1670857924,1.014,0.086
1670857924,1.018,0.089
1670857925,1.016,0.088
1670857925,1.015,0.088
1670857925,1.015,0.088
1670857925,1.019,0.097
1670857925,1.016,0.088
1670857925,1.018,0.091
1670857925,1.017,0.094
1670857925,1.016,0.091
1670857925,1.014,0.09
1670857925,1.016,0.098
1670857925,1.017,0.091
1670857925,1.014,0.095
1670857925,1.016,0.087
1670857925,1.016,0.092
1670857925,1.016,0.088
1670857925,1.014,0.091
1670857925,1.016,0.09
1670857925,1.013,0.091
1670857925,1.018,0.096
1670857925,1.015,0.088
1670857926,1.015,0.091
1670857926,1.014,0.095
1670857926,1.015,0.103
1670857926,1.018,0.09
1670857926,1.016,0.09
1670857926,1.019,0.088
1670857926,1.014,0.09
1670857926,1.012,0.1
1670857926,1.018,0.081
1670857926,1.015,0.088
1670857926,1.011,0.089
1670857926,1.017,0.093
1670857926,1.013,0.088
1670857926,1.014,0.096
1670857926,1.014,0.086
1670857926,1.015,0.091
1670857926,1.015,0.09
1670857926,1.014,0.093
1670857926,1.014,0.094
1670857926,1.014,0.087
1670857927,1.014,0.09
1670857927,1.014,0.096
1670857927,1.014,0.096
1670857927,1.013,0.097
1670857927,1.015,0.089
1670857927,1.015,0.093
1670857927,1.015,0.09
1670857927,1.016,0.086
1670857927,1.019,0.098
1670857927,1.015,0.087
1670857927,1.013,0.094
1670857927,1.017,0.09
1670857927,1.016,0.092
1670857927,1.014,0.094
1670857927,1.013,0.084
1670857927,1.016,0.095
1670857927,1.018,0.096
1670857927,1.016,0.093
1670857927,1.016,0.097
1670857927,1.014,0.092
1670857928,1.015,0.098
1670857928,1.016,0.094
1670857928,1.016,0.091
1670857928,1.014,0.09
1670857928,1.015,0.086
1670857928,1.014,0.095
1670857928,1.015,0.085
1670857928,1.011,0.091
1670857928,1.015,0.091
1670857928,1.014,0.092
1670857928,1.016,0.099
1670857928,1.013,0.095
1670857928,1.016,0.092
1670857928,1.018,0.104
1670857928,1.015,0.087
1670857928,1.012,0.089
1670857928,1.013,0.088
1670857928,1.012,0.095
1670857928,1.013,0.089
1670857928,1.014,0.089
1670857929,1.016,0.092
1670857929,1.014,0.089
1670857929,1.015,0.085
1670857929,1.012,0.079
1670857929,1.015,0.089
1670857929,1.013,0.095
1670857929,1.014,0.093
1670857929,1.015,0.132
1670857929,1.015,0.094
1670857929,1.015,0.084
1670857929,1.009,0.049
1670857929,1.018,0.105
1670857929,1.015,0.112
1670857929,1.017,0.059
1670857929,1.013,0.073
1670857929,1.011,0.087
1670857929,1.018,0.102
1670857929,1.017,0.117
1670857929,1.014,0.115
1670857929,1.011,0.081
1670857930,1.014,0.084
1670857930,1.015,0.09
1670857930,1.013,0.087
1670857930,1.014,0.086
1670857930,1.015,0.103
1670857930,1.014,0.094
1670857930,1.015,0.091
1670857930,1.016,0.107
1670857930,1.015,0.124
1670857930,1.015,0.094
1670857930,1.014,0.038
1670857930,1.014,0.088
1670857930,1.016,0.081
1670857930,1.014,0.08
1670857930,1.015,0.11
1670857930,1.015,0.049
1670857930,1.016,0.049
1670857930,1.017,0.115
1670857930,1.017,0.127
1670857930,1.015,0.074
1670857931,1.015,0.086
1670857931,1.015,0.123
1670857931,1.017,0.09
1670857931,1.012,0.075
1670857931,1.014,0.071
1670857931,1.015,0.083
1670857931,1.014,0.115
1670857931,1.015,0.101
1670857931,1.017,0.075
1670857931,1.017,0.095
1670857931,1.018,0.152
1670857931,1.016,0.131
1670857931,1.014,0.093
1670857931,1.016,0.121
1670857931,1.017,0.1
1670857931,1.016,0.113
1670857931,1.017,0.065
1670857931,1.017,0.102
1670857931,1.014,0.055
1670857931,1.017,0.122
1670857932,1.016,0.103
1670857932,1.013,0.11
1670857932,1.013,0.101
1670857932,1.015,0.08
1670857932,1.016,0.108
1670857932,1.016,0.111
1670857932,1.014,0.061
1670857932,1.013,0.086
1670857932,1.013,0.107
1670857932,1.015,0.065
1670857932,1.014,0.102
1670857932,1.021,0.067
1670857932,1.013,0.132
1670857932,1.016,0.045
1670857932,1.014,0.076
1670857932,1.018,0.121
1670857932,1.013,0.085
1670857932,1.017,0.124
1670857932,1.015,0.106
1670857932,1.014,0.035
1670857933,1.017,0.11
1670857933,1.013,0.02
1670857933,1.014,0.044
1670857933,1.014,0.092
1670857933,1.017,0.091
1670857933,1.013,0.06
1670857933,1.018,0.131
1670857933,1.02,0.128
1670857933,1.017,0.149
1670857933,1.013,0.068
1670857933,1.014,0.061
1670857933,1.017,0.102
1670857933,1.017,0.079
1670857933,1.016,0.103
1670857933,1.013,0.079
1670857933,1.014,0.073
1670857933,1.012,0.034
1670857933,1.014,0.043
1670857933,1.015,0.114
1670857933,1.015,0.049
1670857934,1.014,0.1
1670857934,1.016,0.069
1670857934,1.015,0.115
1670857934,1.02,0.101
1670857934,1.013,0.09
1670857934,1.017,0.098
1670857934,1.016,0.104
1670857934,1.012,0.097
1670857934,1.017,0.09
1670857934,1.014,0.11
1670857934,1.013,0.11
1670857934,1.016,0.118
1670857934,1.018,0.066
1670857934,1.016,0.092
1670857934,1.016,0.109
1670857934,1.016,0.078
1670857934,1.016,0.022
1670857934,1.016,0.097
1670857934,1.013,0.081
1670857934,1.015,0.093
1670857935,1.014,0.094
1670857935,1.014,0.092
1670857935,1.013,0.085
1670857935,1.014,0.072
1670857935,1.014,0.121
1670857935,1.012,0.078
1670857935,1.017,0.097
1670857935,1.021,0.126
1670857935,1.017,0.091
1670857935,1.017,0.074
1670857935,1.015,0.075
1670857935,1.016,0.107
1670857935,1.017,0.083
1670857935,1.015,0.094
1670857935,1.014,0.089
1670857935,1.013,0.082
1670857935,1.015,0.093
1670857935,1.017,0.098
1670857935,1.016,0.094
1670857935,1.016,0.093
1670857936,1.018,0.085
1670857936,1.015,0.089
1670857936,1.018,0.094
1670857936,1.017,0.101
1670857936,1.015,0.095
1670857936,1.018,0.088
1670857936,1.018,0.096
1670857936,1.021,0.082
1670857936,1.017,0.085
1670857936,1.017,0.095
1670857936,1.014,0.1
1670857936,1.014,0.088
1670857936,1.017,0.094
1670857936,1.015,0.094
1670857936,1.016,0.081
1670857936,1.015,0.089
1670857936,1.017,0.088
1670857936,1.013,0.096
1670857936,1.016,0.095
1670857936,1.019,0.087
1670857937,1.016,0.091
1670857937,1.017,0.086
1670857937,1.015,0.091
1670857937,1.016,0.087
1670857937,1.015,0.087
1670857937,1.015,0.094
